path,outfit,gender,category,style,color,season,material,description,error,category_group,uuid,ext
outfits/male/outfit_023/412c4151-397c-40fb-9aa9-68c4abb60bfe.jpg,outfit_023,male,jacket,classic,darkslategray with navy accents,autumn,leather,"This darkslategray navy blaze jacket features a classic design with a single button closure. Made from premium leather, it's both durable and luxurious. The subtle blend of dark slate gray and navy blue gives it a sophisticated yet understated look. It has a timeless silhouette that exudes elegance while maintaining a sense of formality. Ideal for autumn evenings, this jacket pairs effortlessly with chinos, slacks, or jeans. Its sleek appearance makes it perfect for business meetings, casual gatherings, or weekend excursions. Pair it with a crisp shirt and dark pants for a polished ensemble.",,outerwear,412c4151-397c-40fb-9aa9-68c4abb60bfe,jpg
outfits/male/outfit_023/5c7bd06c-5438-46b3-84ce-c4aa9229545a.jpg,outfit_023,male,loafer,classic,darkslategray black,all-seasons,leather,"These darkslategray-black leather loafers feature a classic design with a sophisticated aesthetic that exudes understated elegance. The smooth leather upper provides a luxurious feel while the leather sole ensures comfort and durability. With its sleek silhouette and refined detailing, these shoes complement both casual and formal attire. Pair them with tailored pants, chinos, or even skinny jeans for a polished look. Their timeless style makes them perfect for any occasion, from everyday wear to special events.",,footwear,5c7bd06c-5438-46b3-84ce-c4aa9229545a,jpg
outfits/male/outfit_024/958abc40-6c6c-4247-bcea-3edf943cc536.jpg,outfit_024,male,shirt,classic,dark gray with white accents,all-seasons,cotton,"This dark gray shirt features a classic design with a smart white collar and long sleeves. It has a smooth texture and a clean finish that gives it a polished appearance suitable for both formal and semi-formal occasions. The subtle contrast between the dark gray base and the bright white accents adds depth and elegance to its overall look. Its straight-cut silhouette enhances its traditional appeal while maintaining a modern flair. Pair this shirt with chinos or slacks for a sophisticated office outfit, or dress it down with jeans for a more casual yet stylish ensemble.",,top,958abc40-6c6c-4247-bcea-3edf943cc536,jpg
outfits/male/outfit_024/e922b1bb-4d51-47ea-a644-6b25f49d7712.jpg,outfit_024,male,jacket,classic,dimgray with black accents,all-seasons,wool blend,"This dimgray jacket features a subtle charcoal gray tone with undertones of blue, providing a sophisticated and understated look. It boasts a classic style with a distinct black collar and button detailing that adds elegance and contrast. The wool blend fabric offers warmth and durability, making it suitable for various seasons. Its slim fit ensures a modern silhouette while maintaining comfort. The jacket's clean lines and minimalistic design make it versatile enough to pair with both casual and formal attire. Whether worn over a shirt and tie for a business meeting or paired with a basic tee and jeans for weekend errands, this jacket effortlessly complements a wide range of outfits.",,outerwear,e922b1bb-4d51-47ea-a644-6b25f49d7712,jpg
outfits/male/outfit_024/f3516541-2c19-48bd-bf09-55e9f3d0a956.jpg,outfit_024,male,loafer,classic,darkslategray with brown accents,all-seasons,leather,"This darkslategray loafer showcases a classic design with a touch of sophistication. Its timeless style makes it suitable for both formal and casual occasions. The shoe features a rich brown leather upper that compliments the deep gray tone, creating a harmonious blend of earthy undertones. The brown sole adds depth and enhances the overall aesthetic appeal. With its smooth texture and sleek lines, this loafer exudes elegance and comfort. It pairs well with tailored suits, dress pants, chinos, or even smart-casual outfits. Whether you're heading to work, attending a special event, or simply running errands, this versatile shoe will elevate your look.",,footwear,f3516541-2c19-48bd-bf09-55e9f3d0a956,jpg
outfits/male/outfit_024/f4c0d809-7e94-4d22-891c-3d2213f15c89.jpg,outfit_024,male,trousers,classic,darkslategray with black waistband,all-seasons,woven fabric,"These dark slate gray trousers feature a sophisticated classic style with a smart touch. The main body of the pants is crafted from a high-quality woven fabric, providing both comfort and durability. The striking contrast comes from its black waistband, which adds a chic and contemporary element to the design. The trousers have a straight leg silhouette that hugs the shape of the legs gracefully while offering ease of movement. Perfect for creating polished business attire or smart casual looks, these trousers pair well with button-down shirts, vests, sweaters, and blazers. They can also be styled effortlessly with a plain tee and a blazer for weekend outings or weekdays in the office. With their elegant appearance and versatile nature, they enhance any man's wardrobe by adding sophistication and style.",,bottom,f4c0d809-7e94-4d22-891c-3d2213f15c89,jpg
outfits/male/outfit_025/1ac6accc-3814-4ca4-a6ff-14c744c0f33a.jpg,outfit_025,male,suit,classic,black,all-seasons,wool,"This classic black suit features a traditional two-button design with sharp lapels that accentuate its elegant appearance. The fabric is made from high-quality wool, ensuring comfort and durability throughout various occasions. The suit comes complete with a matching black belt, adding a polished touch to your ensemble. It is versatile enough to be worn in both formal and semi-formal settings, making it ideal for business meetings, weddings, or special events. Pair it with a crisp white button-down shirt and a coordinating tie for a timeless look.",,outerwear,1ac6accc-3814-4ca4-a6ff-14c744c0f33a,jpg
outfits/male/outfit_025/27c50159-ebd4-4e59-b3b6-3d68308688f5.jpg,outfit_025,male,shirt,classic,light blue with silver accents,all-seasons,cotton,"This elegant light blue shirt features a refined button-down collar and long sleeves, offering a sophisticated touch to any outfit. Made from high-quality cotton, it boasts a comfortable yet polished feel that compliments both formal and casual settings. The subtle silver accents add a contemporary flair, making it versatile enough for various occasions. It pairs effortlessly with dark trousers for a smart-casual look, or it can be worn under a suit jacket for a more formal appearance. Its clean lines and classic design make it a staple in any man's wardrobe, suitable for everyday wear as well as special events.",,top,27c50159-ebd4-4e59-b3b6-3d68308688f5,jpg
outfits/male/outfit_025/3b30ed65-d798-4873-9ca3-1ee6d3d5f16c.jpg,outfit_025,male,suit,classic,darkslategray with purple and black,all-seasons,wool blend,"This elegant darkslategray suit features a bold combination of purple and black hues, creating a sophisticated and modern appearance. The suit's classic design includes a well-tailored fit, providing a streamlined silhouette that enhances the wearer's posture and confidence. The contrasting purple shirt adds a dynamic touch, offering a striking visual impact while maintaining formal attire appropriateness. This ensemble is perfect for business meetings, formal events, or even special occasions where style meets functionality. It pairs effortlessly with crisp white or light-colored shirts for a polished look, as well as bold accessories like navy blue ties or vibrantly colored pocket squares. Its versatile nature allows for various matching options, making it an essential piece in any man's wardrobe.",,outerwear,3b30ed65-d798-4873-9ca3-1ee6d3d5f16c,jpg
outfits/male/outfit_025/f3516541-2c19-48bd-bf09-55e9f3d0a956.jpg,outfit_025,male,loafers,classic,darkslategray with brown accents,all-seasons,leather,"These darkslategray loafers feature a stylish combination of dark gray upper material and subtle brown leather detailing on the sole. The shoe's sleek design provides a timeless classic look that pairs effortlessly with both casual and formal attire. With its low profile and smooth leather texture, these shoes create a sophisticated impression while maintaining comfort. They can easily be worn with trousers, chinos, or even smart-casual outfits such as jeans and sweaters. These loafers are versatile enough to transition seamlessly from daytime meetings to evening events.",,footwear,f3516541-2c19-48bd-bf09-55e9f3d0a956,jpg
outfits/male/outfit_026/1b75991e-431c-419e-b112-6c39f090f54a.jpg,outfit_026,male,cardigan,classic,darkslategray with navy accents,autumn,wool blend,This darkslategray navy cardigan sweater showcases a classic design with sleek navy accents along the trim and buttons. The material is a high-quality wool blend that provides warmth and comfort during chilly autumn evenings. Its cozy yet sophisticated appearance makes it ideal for formal occasions or casual outings alike. The cardigan's buttoned closure adds versatility in styling options—whether worn open over a collared shirt or buttoned up for a more polished look. Pair it with dark slacks or jeans for a contemporary ensemble that exudes both style and functionality.,,outerwear,1b75991e-431c-419e-b112-6c39f090f54a,jpg
outfits/male/outfit_026/1d1f51f1-6472-4aa9-b6dc-02d4def4ca84.jpg,outfit_026,male,trousers,classic,darkslategray with brown accents,all-seasons,cotton,"These classic dark slate gray trousers feature a timeless design with subtle brown accents that add depth and sophistication. The drawstring waist provides a comfortable fit while enhancing the overall look. Made from high-quality cotton, these trousers offer breathability and durability perfect for everyday wear. Their versatile style makes them suitable for both casual and semi-formal occasions. Pair them with a button-down shirt and loafers for a polished business look, or opt for a more relaxed vibe by pairing them with a chambray shirt and slip-on shoes.",,bottom,1d1f51f1-6472-4aa9-b6dc-02d4def4ca84,jpg
outfits/male/outfit_026/d71f7bce-a2fc-445b-b492-503cb56f732c.jpg,outfit_026,male,shirt,classic,white and blue stripes with silver trim,all-seasons,cotton,"This elegant silver-tone striped shirt features a crisp white collar and a delicate balance of blue and white horizontal stripes, creating a sophisticated yet approachable look. The subtle silver detailing around the cuffs and collar adds a modern touch while maintaining a classic appeal. Its lightweight cotton fabric ensures comfort throughout the day, making it ideal for both formal and casual occasions. Pair it with dark slacks for a polished business attire ensemble or dress it down with jeans and chinos for a more relaxed vibe. The clean lines and versatile design make it easy to incorporate into various outfits, showcasing its adaptability across different contexts.",,top,d71f7bce-a2fc-445b-b492-503cb56f732c,jpg
outfits/male/outfit_026/f3516541-2c19-48bd-bf09-55e9f3d0a956.jpg,outfit_026,male,loafers,classic,darkslategray with brown accents,all-seasons,leather,"This darkslategray loafer showcases a classic design that effortlessly transitions between formal and casual settings. The shoe features a luxurious brown leather upper, which complements its deep darkslategray hue. Its rounded toe and sleek silhouette create a timeless appearance, making it perfect for both everyday wear and special occasions. The brown leather sole adds durability and enhances the overall aesthetic appeal. Paired with chinos or dress pants, this loafer elevates any outfit, offering comfort and style simultaneously.",,footwear,f3516541-2c19-48bd-bf09-55e9f3d0a956,jpg
outfits/male/outfit_027/218aac21-b1e4-4444-b6fc-4b6ab3ba127f.jpg,outfit_027,male,cardigan,classic,dimgray,all-seasons,wool,"This dimgray cardigan sweater features a classic style with traditional buttons down the front. Made from high-quality wool, it offers warmth and comfort while maintaining a sophisticated appearance. The subtle gray tone pairs well with both casual and formal ensembles, making it versatile enough for everyday wear as well as special occasions. Its relaxed fit allows for layering under jackets or over shirts, providing a cozy look that transitions seamlessly between autumn and winter months. This piece can easily be paired with slacks, jeans, or chinos for a polished yet comfortable outfit.",,outerwear,218aac21-b1e4-4444-b6fc-4b6ab3ba127f,jpg
outfits/male/outfit_027/7e859ab1-cc64-4cfe-a9c9-4751e9bd6f16.jpg,outfit_027,male,loafer,classic,darkslategray black,all-seasons,leather,"These darkslategray-black leather loafers feature a luxurious, understated elegance perfect for both formal and casual occasions. The smooth, high-quality leather upper exudes sophistication while providing comfort and durability. The classic style with a low-profile design complements various ensembles effortlessly. With its sleek, timeless appearance, these shoes are ideal for pairing with chinos, trousers, dress pants, or even smart-casual looks. They also blend seamlessly with jeans for a more relaxed vibe. The leather sole ensures stability and support, making them versatile enough for everyday wear. These loafers create a sophisticated impression, enhancing your overall outfit's appeal.",,footwear,7e859ab1-cc64-4cfe-a9c9-4751e9bd6f16,jpg
outfits/male/outfit_027/f0386865-ca62-4988-969c-fac47dd6306b.jpg,outfit_027,male,trousers,casual,black with navy accents,all-seasons,stretch fabric,"These black trousers with subtle navy accents are crafted from a high-quality stretch fabric that offers exceptional comfort and flexibility. The casual style features a relaxed fit, making them ideal for everyday wear. With their stretchy nature, these pants provide a snug yet comfortable feel, ensuring freedom of movement while maintaining a sleek appearance. Perfect for pairing with a button-down shirt, a casual sweater, or even a plain T-shirt for a versatile look. They create a modern and effortless impression, suitable for both office settings and informal occasions.",,bottom,f0386865-ca62-4988-969c-fac47dd6306b,jpg
outfits/male/outfit_027/f8de81f3-0fc1-4526-94e1-58e5f0fe4b22.jpg,outfit_027,male,shirt,classic,white with silver details,all-seasons,cotton,"This elegant classic white shirt features a long sleeve design and a smart button-down collar. The primary color is crisp white, complemented by subtle silver buttons and trim detailing that adds sophistication and class. Ideal for both formal and semi-formal occasions, this shirt can be paired with dark trousers or slacks for a polished look, or layered under a suit jacket for a more sophisticated vibe. Its versatile nature makes it suitable for year-round wear, from spring's lighter fabrics to autumn's heavier materials. Pair it with navy blue or charcoal pants for a business-ready ensemble, or mix it up with colorful accessories like a tie in bright hues for a playful twist.",,top,f8de81f3-0fc1-4526-94e1-58e5f0fe4b22,jpg
outfits/male/outfit_028/9d1135bc-e77c-434d-b440-f98fa65203e4.jpg,outfit_028,male,jacket,classic,black,all-seasons,leather,"This black bomber jacket features a sleek and timeless design with a classic zipper closure and a zippered collar. Made from premium leather, it offers both style and durability. The clean lines and minimalist aesthetic make it versatile enough to pair with various outfits. Whether worn casually over a tee and jeans or paired with smarter attire like slacks and a button-down shirt, this jacket exudes sophistication and elegance. Its understated appearance allows it to blend effortlessly into any outfit while still standing out as a statement piece.",,outerwear,9d1135bc-e77c-434d-b440-f98fa65203e4,jpg
outfits/male/outfit_028/b4425a8b-ca7e-4c6e-b1bc-8ef0551e0e4e.jpg,outfit_028,male,pants,classic,black,all-seasons,cotton,"These classic black pants feature a smart and sophisticated design, offering a timeless appeal that complements various styles. The drawstring waist adds versatility, allowing you to adjust the fit according to your preference. With its straight leg silhouette, these pants provide comfort while maintaining an elegant appearance. Perfect for both casual and formal occasions, they can easily transition from weekend relaxation to work attire. Match them with a crisp button-down shirt for a business look or pair them with a relaxed T-shirt and blazer for a more laid-back vibe.",,bottom,b4425a8b-ca7e-4c6e-b1bc-8ef0551e0e4e,jpg
outfits/male/outfit_028/b7739e55-efae-43d6-aa9f-c81d905d54b5.jpg,outfit_028,male,loafers,classic,darkslategray with navy sued upper and white sole and silver buckle,all-seasons,navy sued,"These darkslategray navy sued loafers feature a striking contrast with their white sole and elegant silver buckle. The luxurious sued texture adds depth and sophistication to the classic loafer design. Perfectly suited for both formal and casual occasions, these shoes provide comfort while maintaining an air of elegance. Pair them with tailored trousers and a crisp button-down shirt for a polished business look, or dress them down with chinos and a sweater for a more relaxed vibe. Their timeless style ensures they will complement almost any outfit, making them a versatile addition to your shoe collection.",,footwear,b7739e55-efae-43d6-aa9f-c81d905d54b5,jpg
outfits/male/outfit_028/c0f81113-b64d-4fe7-9bf0-cd396c64a2db.jpg,outfit_028,male,sweater,classic,black with navy accents,all-seasons,wool blend,"This classic black sweater features subtle navy accents that add depth and sophistication. With its round neckline and long sleeves, it offers both comfort and style. The fabric is made from a high-quality wool blend, ensuring warmth and durability throughout the year. It pairs effortlessly with dress pants for a smart casual look or jeans for a more relaxed vibe. The rounded neckline gives it a modern touch while maintaining timeless appeal. Its versatile nature makes it suitable for various occasions, from everyday wear to weekend getaways.",,top,c0f81113-b64d-4fe7-9bf0-cd396c64a2db,jpg
outfits/male/outfit_029/08b2bf8c-9664-4951-91a5-e3830b90dc9d.jpg,outfit_029,male,sneaker,casual,dark gray with white and blue accents,all-seasons,synthetic,"These dark gray sneaks feature a unique design combining subtle white and bright blue accents, offering a fresh and contemporary look. The upper is crafted from synthetic materials, ensuring durability and comfort while maintaining a sleek appearance. With a clean white sole, these shoes add a playful touch to any casual outfit. They are perfect for everyday wear, whether you're heading to the gym, running errands, or casually strolling around town. Pair them with jeans, chinos, or even shorts for a versatile and stylish ensemble.",,footwear,08b2bf8c-9664-4951-91a5-e3830b90dc9d,jpg
outfits/male/outfit_029/84c31a49-86e1-4dc7-8452-c0082043a724.jpg,outfit_029,male,jeans,casual,dark gray,all-seasons,denim,"These dark gray jeans feature a classic fit with a straight leg design that provides comfort and versatility. The slightly distressed finish adds a casual vibe while maintaining a sophisticated look. Paired with a crisp white belt, these jeans create a balance between formality and relaxation. They are perfect for everyday wear, from running errands to casual dates. These jeans can easily be paired with a variety of tops, such as a simple tee, button-down shirt, or even a graphic tee for a more laid-back style. For a complete outfit, consider adding a blazer or cardigan for a transition from day to night.",,bottom,84c31a49-86e1-4dc7-8452-c0082043a724,jpg
outfits/male/outfit_029/c65ebf47-5ade-479a-b778-28fb33c23ea8.jpg,outfit_029,male,t-shirt,casual,silver stone wash,all-seasons,cotton,"This silver stone wash t-shirt exudes a laid-back yet stylish vibe, perfect for everyday wear. The stone wash finish adds depth and texture, giving the fabric a distressed appearance that complements both casual and more formal ensembles. Its relaxed fit allows for easy layering under jackets or sweaters during cooler months while still feeling comfortable on its own in warmer weather. Pair it with chinos or jeans for a clean and contemporary look. The soft cotton material ensures comfort throughout the day, making it ideal for both office environments and weekend activities.",,top,c65ebf47-5ade-479a-b778-28fb33c23ea8,jpg
outfits/male/outfit_029/db140a2b-9ddd-467e-a135-2b9af27180e2.jpg,outfit_029,male,sweater,casual,darkslategray with white logo,all-seasons,wool blend,"This darkslategray men's sweater features a bold white logo prominently displayed on the front. The fabric is made from a high-quality wool blend that provides warmth and comfort throughout various seasons. Its casual style makes it versatile enough for everyday wear, whether it's paired with jeans for a relaxed look or layered under a blazer for a more sophisticated vibe. The deep gray hue adds a subtle sophistication while the white logo offers a pop of contrast that enhances the overall aesthetic appeal. It can easily be styled with chinos, cargo pants, or even khakis for a polished yet laid-back appearance.",,top,db140a2b-9ddd-467e-a135-2b9af27180e2,jpg
outfits/male/outfit_030/1aaa71ea-fe00-46f0-8701-195df229a502.jpg,outfit_030,male,pants,casual,darkslategray,all-seasons,denim,"These darkslategray cargo pants are made from durable denim fabric, offering both comfort and style. The cargo pant features multiple pockets, providing ample storage space for everyday essentials. With its slightly relaxed fit and straight leg design, these pants offer a versatile look that pairs well with various tops and shoes. The dark gray shade adds sophistication while remaining casual enough for everyday wear. These pants are perfect for layering under jackets during colder months or pairing with lighter shirts in warmer weather. They can also be dressed up with a blazer or dress shirt for a more formal occasion.",,bottom,1aaa71ea-fe00-46f0-8701-195df229a502,jpg
outfits/male/outfit_030/b0e3e6f4-d3e6-46cf-a7b2-3eaa3bb193ad.jpg,outfit_030,male,sneakers,sport,dark olive green with black and red accents,all-seasons,synthetic leather and rubber sole,"These dark olive green sneakers feature a sporty yet sophisticated design. The upper is crafted from high-quality synthetic leather that provides both comfort and durability. Accented with striking black and red details, these shoes exude a modern edge while maintaining versatility for everyday wear. The rubber sole ensures excellent grip and traction on various surfaces. These sneakers pair effortlessly with casual outfits such as jeans and sweatshirts, creating a chic and relaxed look. They also work well with more formal ensembles like tailored trousers and polo shirts, offering a blend of style and functionality.",,footwear,b0e3e6f4-d3e6-46cf-a7b2-3eaa3bb193ad,jpg
outfits/male/outfit_030/c28f8fc8-2dbb-47ea-bf9e-5fac6eaf6cba.jpg,outfit_030,male,hoodie,casual,darkorange,all-seasons,fabric,"This darkorange hoodie features the iconic phrase 'I Love You' printed in bold black letters across the front. The cozy fabric provides comfort while maintaining a casual vibe. Its relaxed fit and oversized hood create a laid-back style that can easily transition from day-to-night wear. Pair it with jeans or chinos for a casual outfit, or combine it with dress pants for a more sophisticated look. The soft texture and unique design make it versatile enough to complement various outfits, from streetwear to weekend loungewear.",,outerwear,c28f8fc8-2dbb-47ea-bf9e-5fac6eaf6cba,jpg
outfits/male/outfit_031/b0e3e6f4-d3e6-46cf-a7b2-3eaa3bb193ad.jpg,outfit_031,male,sneakers,sport,dark olive green with black and red accents,all-seasons,synthetic leather and rubber sole,"These dark olive green sport sneakers feature a modern design with black and red accents that add flair and style. The upper is made from synthetic leather, providing durability and comfort while maintaining a sleek appearance. The sturdy rubber sole ensures excellent grip on various surfaces, making them suitable for both indoor and outdoor activities. These shoes are perfect for casual wear, complementing athletic ensembles, street-style looks, or even smart-casual outfits. Their versatile nature allows them to blend effortlessly with jeans, tracksuits, or tailored trousers. Whether you're hitting the gym, running errands, or just looking for a fresh pair of kicks, these sneakers offer functionality and style.",,footwear,b0e3e6f4-d3e6-46cf-a7b2-3eaa3bb193ad,jpg
outfits/male/outfit_031/c29034b1-655c-4197-90cf-6c38fd16a8a4.jpg,outfit_031,male,pants,casual,dark olive green,all-seasons,cotton twill,"These dark olive green cargo pants are perfect for adding a touch of military chic to your casual outfit. Made from durable cotton twill fabric, they offer both comfort and style. The classic cargo pant design features multiple pockets on each leg, providing ample storage space for everyday essentials like keys, phones, or small accessories. With its olive green hue, these pants complement earthy tones and neutral shades while standing out against brighter hues. They pair well with button-down shirts, v-neck tees, or even graphic tees for a laid-back yet polished look. Whether you're running errands around town or heading out for a casual dinner date, these cargo pants will ensure you look smart and put together.",,bottom,c29034b1-655c-4197-90cf-6c38fd16a8a4,jpg
outfits/male/outfit_031/fce0c0ef-c1be-4136-aef2-a87bdd4d17aa.jpg,outfit_031,male,hoodie,casual,darkslategray with black,all-seasons,cotton blend,"This darkslategray Stone Island hoodie features a classic casual style with understated elegance. Made from a cozy cotton blend fabric, it offers both comfort and durability. The hooded design provides warmth and protection against chilly weather while maintaining a stylish look. The color combination of darkslategray and black creates a sophisticated yet versatile appearance that complements various outfits. It can be worn alone during autumn evenings or layered over a shirt and sweater in winter. For a more urban vibe, pair it with skinny jeans and combat boots for a modern street style outfit. Alternatively, it can also be paired with khakis and loafers for a refined casual look.",,outerwear,fce0c0ef-c1be-4136-aef2-a87bdd4d17aa,jpg
outfits/male/outfit_032/08b2bf8c-9664-4951-91a5-e3830b90dc9d.jpg,outfit_032,male,sneaker,sport,dark gray with white and blue accents,all-seasons,synthetic,"These sporty dark gray sneakers feature a contrasting white and blue design on the upper part. The shoes have a smooth synthetic material that provides comfort and durability. The white sole adds a fresh touch and enhances the overall look. These sneakers are perfect for both casual and athletic wear. They can be paired with jeans, tracksuits, or even smart-casual outfits. Their versatile style makes them suitable for everyday use, whether you're heading to the gym, running errands, or attending a more relaxed social event.",,footwear,08b2bf8c-9664-4951-91a5-e3830b90dc9d,jpg
outfits/male/outfit_032/b74acf29-a5db-488f-817a-4fad12d0feb6.jpg,outfit_032,male,jeans,casual,light blue with lightslategray ragged detailing,all-seasons,denim,"These jeans feature a classic casual style with a unique twist. The primary color is light blue, giving them a fresh and contemporary look. However, they stand out due to their distinctive lightslategray ragged detailing, which adds texture and depth to the overall appearance. The jeans have a relaxed fit, providing ample comfort while maintaining a stylish silhouette. The ragged edges create a rugged and worn-in look that complements both laid-back and sophisticated outfits alike. These jeans are perfect for everyday wear, pairing well with simple T-shirts, graphic tees, button-down shirts, or even layered under jackets during colder months. They also work great as part of a more formal outfit when combined with a dress shirt and polished shoes.",,bottom,b74acf29-a5db-488f-817a-4fad12d0feb6,jpg
outfits/male/outfit_032/cf8b7af2-f094-4ba2-937d-a52cb99b6ff3.jpg,outfit_032,male,t-shirt,casual,darkslategray with gold accents,all-seasons,cotton,"This darkslategray T-shirt features the words 'snuk' printed in eye-catching gold on the front. Made from soft cotton, it has a relaxed fit that allows for comfort while maintaining style. The subtle gold lettering adds a touch of sophistication without being too formal. It can be worn casually during both daytime and evening activities, pairing well with jeans, shorts, chinos, or even dress pants. Its all-seasons versatility makes it suitable for year-round wear, whether it's layered under a sweater in colder months or paired with lighter layers in warmer seasons.",,top,cf8b7af2-f094-4ba2-937d-a52cb99b6ff3,jpg
outfits/male/outfit_032/f4722b56-5aae-49c0-aeca-c31c2e130142.jpg,outfit_032,male,jacket,classic,dark olive green with brown accents,autumn,leather,"This dark olive green bomber jacket exudes sophistication and elegance with its classic style and understated appeal. Crafted from premium leather, it showcases a zipper closure that offers both functionality and a modern touch. The natural olive tone complements various color palettes effortlessly, making it versatile for autumn and winter outfits. With its streamlined silhouette and slightly padded shoulders, this jacket enhances your look while providing warmth and comfort. It pairs well with casual trousers, jeans, or dress pants, creating a polished yet relaxed vibe. Whether you're pairing it with a crisp button-down shirt for a smart-casual ensemble or layering it over a tee and hoodie for weekend leisure, this jacket ensures you remain stylishly dressed in every situation.",,outerwear,f4722b56-5aae-49c0-aeca-c31c2e130142,jpg
outfits/male/outfit_033/0cfbba76-7224-410a-a48b-0fe6e0c7f7bf.jpg,outfit_033,male,sneakers,casual,darkslategray with logo,all-seasons,leather,"These darkslategray sneakers feature a classic casual style with understated elegance. The leather upper provides durability and comfort while maintaining a refined appearance. The subtle logo detail adds a touch of sophistication without being overly ostentatious. Ideal for everyday wear, these shoes pair effortlessly with jeans, chinos, or even smart-casual attire such as dress pants and a button-down shirt. Their all-seasons versatility makes them suitable for both warm and cool weather, offering excellent grip on various surfaces. These sneakers exude an urban chic vibe that enhances any outfit, making them a versatile addition to your shoe collection.",,footwear,0cfbba76-7224-410a-a48b-0fe6e0c7f7bf,jpg
outfits/male/outfit_033/117a8a41-46ac-447e-bb58-6a8fa9be1fc2.jpg,outfit_033,male,sweatpants,casual,darkslategray with yellow logo,all-seasons,fabric,"These darkslategray men's sweatpants feature a bold yellow logo printed on one side, providing a striking contrast that adds flair to any outfit. Made from cozy fabric, they offer comfort while maintaining style. The casual design makes them suitable for everyday wear, whether lounging around the house, running errands, or relaxing after a workout. These sweatpants pair well with a variety of tops, such as T-shirts, hoodies, or button-down shirts, allowing you to create versatile looks that blend effortlessly between relaxed and stylish. They also work great when layered under jackets or sweaters during colder weather.",,bottom,117a8a41-46ac-447e-bb58-6a8fa9be1fc2,jpg
outfits/male/outfit_033/397b9304-63f4-4c58-914d-725b1b1b2433.jpg,outfit_033,male,crop top,casual,white with silver detailing,all-seasons,cotton,"This sleek and versatile crop top features a bold silver detail on its front, adding a modern flair to your outfit. With a cropped design that stops just above the waistline, it's perfect for showcasing your favorite bottoms such as jeans, shorts, or even skirts. The short sleeves provide a comfortable fit while the round neck adds a touch of elegance. Ideal for both casual days out and more relaxed events, this crop top pairs effortlessly with jeans for a chilled vibe or dress pants for a smarter look. It's lightweight yet durable, making it suitable for all seasons.",,top,397b9304-63f4-4c58-914d-725b1b1b2433,jpg
outfits/male/outfit_033/d74f1927-b6ad-414c-9c8f-6eb8994de54f.jpg,outfit_033,male,shirt,casual,darkslategray with gray and black plaid pattern,all-seasons,cotton,"This darkslategray plaid shirt features a subtle yet sophisticated gray and black checkered design that adds depth and texture to its appearance. The fabric is made from high-quality cotton, ensuring comfort and durability throughout various occasions. Its casual style makes it suitable for both formal and informal settings, providing versatility in everyday wear. The slightly fitted cut enhances the wearer's physique while maintaining a classic look. Pair this shirt with chinos or jeans for a laid-back vibe, or opt for smarter attire by combining it with slacks and a blazer for a polished finish. The plaid pattern provides a unique twist compared to standard solid-colored shirts, making it stand out among traditional options.",,top,d74f1927-b6ad-414c-9c8f-6eb8994de54f,jpg
outfits/male/outfit_034/61ff011a-903e-4203-99e1-6622e0822813.jpg,outfit_034,male,sneakers,sport,"gray with white, red, and brown accents",all-seasons,synthetic leather and rubber,"These sporty gray sneakers feature a bold design that includes white and red accents on the upper part, contrasting sharply against the dominant gray tone. The brown sole adds a unique touch of warmth and depth to the overall appearance. With their versatile style, these shoes can effortlessly transition from casual outdoor activities to everyday wear. They pair well with jeans, shorts, tracksuits, and even smart-casual ensembles like chinos and button-down shirts. Their durable synthetic leather construction ensures comfort and longevity while maintaining a sleek aesthetic.",,footwear,61ff011a-903e-4203-99e1-6622e0822813,jpg
outfits/male/outfit_034/b74acf29-a5db-488f-817a-4fad12d0feb6.jpg,outfit_034,male,jeans,casual,light blue with lightslategray ragged details,all-seasons,denim,"These casual ragged jeans feature a light blue base color with subtle lightslategray distressed detailing along the hems and legs. The jean cut is relaxed yet fitted through the thighs and hips, creating a comfortable and modern look. The ragged edges add an edgy vibe while maintaining a versatile style that works well for both everyday wear and weekend outings. These jeans pair effortlessly with a variety of tops such as graphic tees, button-down shirts, or even layered sweaters. For a more polished appearance, team them with a dressy blazer or a simple chambray shirt. Their versatility makes them perfect for transitioning between seasons, from spring and summer to autumn and winter.",,bottom,b74acf29-a5db-488f-817a-4fad12d0feb6,jpg
outfits/male/outfit_034/cc847808-c556-4e05-8640-46a5f8ef43f3.jpg,outfit_034,male,hoodie,casual,dark gray with 'baby club' words,all-seasons,fabric,"This dark gray hoodie features the casual and playful design of the words 'Baby Club' printed in bold white font across the front. The cozy fabric offers comfort while maintaining a relaxed style suitable for everyday wear. It has a standard fit that hugs the body gently, providing both style and warmth. With its casual appeal, this hoodie pairs well with jeans, shorts, or even chinos during warmer months. For colder days, layer it under a sweater or jacket for added insulation. Its versatile nature makes it ideal for both weekend relaxation and light-activity settings.",,outerwear,cc847808-c556-4e05-8640-46a5f8ef43f3,jpg
